10 2ary/3ary Visual Posterior (BA18/19p)	11 2ary Auditory Posterior (BA21p)	12 Premotor Posterior (BA6p)	13 Premotor Precentral (BA6prc)	14 1ary Visual Posterior (BA17p)	15 1ary Motor (BA4)	16 1ary Auditory (BA41/42)	17 1ary Visual Anterior (BA17a)	18 1ary Somatosensory (BA3/1/2)	19 Posterior Middle Temporal (BA37-pMT)	2  Anterior Supramarginal (BA40a)	20 Posterior Fusiform (BA37m)	21 FEF Lateral (BA8)	22 Premotor Medial (BA6m)	23 Insular Anterior Cortex	24 Cingulate Posterior (BA23p)	25 Posterior Inferior Temporal (BA20p)	26 2ary Auditory, language (BA22a)	27 2ary/3ary Visual Anterior (BA18/19a)	28 2ary Auditory, Wernicke (BA22p)	29 Precuneus (BA7m)	3  Posterior Superior Parietal (BA7p)	30 Premotor Anterior Lateral (BA6a)	31 Supramarginal Posterior (BA40p)	32 Ventrolateral Prefrontal, Broca (BA44)	33 Anterior Inferior Temporal (BA20a)	34 Dorsolateral Prefrontal (BA9)	35 Dorsolateral Prefrontal Medial (BA9m)	36 FEF Medial (BA8m)	37 2ary Auditory Anterior (BA21a)	38 Anterior Prefrontal (BA10)	4  Anterior Superior Parietal (BA5/BA7a)	40 Cingulate Anterior (BA32g)	41 Angular (BA39)	42 Cingulate Subcallosal (BA25)	43 Temporopolar (BA38)	44 Dorsolateral Prefrontal (BA46)	45 Ventrolateral Prefrontal, Broca (BA45)	46 Prefrontal Medial (BA10m)	47 Cingulate Posterior (BA31)	48 Cingulate Anterior (BA24)	49 Cingulate Anterior (BA32)	5  Retrosplenial (BA29/30)	50 Orbitofrontal (BA11)	51 Piriform Cortex	52 Amygdala	53 Insular Posterior Cortex	54 Entorhinal Cortex	55 Hippocampus, CA3 / Dentate Gyrus	56 Nucleus Accumbens	57 Caudate	58 Putamen	6  Anterior Middle Temporal (BA37-aMT)	64 Globus Pallidus	65 Hippocampus, CA1	68 Medial Dorsal Thalamus	7  Orbitofrontal (BA47)	70 Ventral Lateral Thalamus	8  Cingulate Posterior (BA23a)
29 Precuneus (BA7m)	3.85942336191977	2.77377362317152	5.08081158352238	3.35883883787864	4.31383794283143	4.388198093344	5.03389719025669	4.6591109685577	4.45465823520543	2.83155233615881	4.61750956363077	4.51394669652351	2.6365412140599	5.15992514132466	3.53605411291328	2.78033894187938	1.66150016513544	3.57392525124245	4.6591109685577	3.75929916139415	0	4.21324274125309	4.66110267442445	3.09204783818308	4.16613058324192	2.72700610966129	3.17759929236807	3.45984622839814	3.81042909920212	3.01161297699406	2.96759227170836	3.89866709858047	2.98888024841514	1.26950508892627	2.98888024841514	3.11568240319752	2.70550436322473	3.3647406106456	3.25379711818679	2.39218309705984	3.55817551871487	3.20682410345747	2.47107840395289	2.47253944571931	2.68051339725364	3.09145980035273	4.87375273929365	2.68051339725364	2.633737808194	2.88759809700765	2.98893261996176	3.47568917906	3.44990509108961	3.34639473280354	2.50030284145269	2.58470048866726	3.38124349551382	3.04903584517838	1.63914054278989
3  Posterior Superior Parietal (BA7p)	1.8838470179237	6.23062917341401	1.62292332523289	2.04396953112869	1.91415188265597	2.09573235377917	2.25562729708452	1.94474912554299	1.93615194641231	2.66801522675511	1.41024137070866	1.82057034980046	5.9313931272194	2.20028353452716	3.70196414001492	3.6751928423655	3.98711519451806	3.84712926388512	1.94474912554299	3.59359846079067	4.21324274125309	0	2.03933624843094	5.63935628746439	2.92532171378445	3.65120002103652	6.18686539618097	6.18537706797572	3.99424378798669	5.80823487082092	6.16939816159293	0.583862920133845	6.06378968621045	4.2789108019717	6.06378968621045	3.99895678721537	4.34161841596291	5.53106173023768	6.36391374739298	6.04398941354064	2.73154558450544	4.97229403553688	2.8007870508229	4.96390486563366	3.47790289551009	3.30902728166192	2.14677181417591	3.47790289551009	4.24063967406488	4.75805916146163	4.5506667687402	3.81755301945337	1.23625475264819	3.72020232060148	3.70333733137693	3.96877614374675	5.9771981422025	2.67710494003102	5.22703641421273
30 Premotor Anterior Lateral (BA6a)	3.16024456391577	5.92226226222438	1.76725127158517	1.38647791751193	3.40181526931909	2.04302747534057	2.11994242084853	3.2213406200189	2.16091336614295	2.3301556849984	0.861556961352866	3.18256323196528	5.50242184946953	1.90827313141693	2.64923996593287	3.25793740368901	3.75990584806459	3.56175745010513	3.2213406200189	3.13080661008726	4.66110267442445	2.03933624843094	0	4.8706012969945	1.40056736937645	3.39719171637338	5.72045423292508	5.39588821200824	2.72536391427907	5.46497062483128	5.63426397894003	1.88971646113278	5.69194307413649	4.26574816241157	5.69194307413649	3.63675947023374	3.57106686722491	4.69822616963948	5.88420890700803	5.9938976542033	2.05603844486569	4.27925359786908	3.65009659342555	4.404149793161	3.40420383042487	3.01927678025585	1.67459940058653	3.40420383042487	4.3787098731843	4.13545028620818	3.71076186600044	2.86616097039435	2.20491202870929	2.8489224980175	3.84738555998631	3.43394040620767	5.21994791025056	2.5209003853181	5.32880891961934
31 Supramarginal Posterior (BA40p)	5.65827223544615	2.07960540537457	5.9784268534191	3.8447535819552	6.20440993852673	5.21543956903062	5.77070843838633	6.33440711375523	5.43860793578742	3.38629289924664	5.24545954715943	6.24390427249567	1.46388006390109	5.81497998469818	2.90071774811319	2.8766520370861	2.07495023676598	4.03881504958477	6.33440711375523	4.04149494551555	3.09204783818308	5.63935628746439	4.8706012969945	0	3.81893151017379	3.25934102909662	2.18203460489094	0.953949924236875	2.76006787277939	2.61569156390902	1.18080356096857	5.2443237030718	2.33591188187137	2.32038030880238	2.33591188187137	3.38307470830972	1.48577206574118	1.55707831606551	2.11513510013203	2.70458854233536	3.77440937645006	2.19759978067406	4.51913756450139	1.43286679853834	3.50292361236211	3.64983139809534	5.44025909634295	3.50292361236211	3.8067780115214	2.12591886518741	1.78323147078729	2.91575401173683	4.9022588292832	2.91898013496394	3.74222940927979	2.36341324998078	1.40543245371606	3.8051250576372	2.73138457898604
32 Ventrolateral Prefrontal, Broca (BA44)	3.45164243358454	4.97752235178462	2.58935972186472	1.44003241280393	3.85811809893498	2.19818908898818	2.41829554709367	3.66357111598239	2.42979687975892	2.07431321991431	2.06640484505337	3.69311097275731	4.56552222618896	2.33110262985104	1.3515421468098	2.28865158473887	3.04369432031541	2.86295107748621	3.66357111598239	2.43884525918413	4.16613058324192	2.92532171378445	1.40056736937645	3.81893151017379	0	2.6179113218638	4.67780744246805	4.24037459415984	1.41011623778917	4.46575238545729	4.60188214482902	2.56760453780854	4.59424002871933	3.61677778418759	4.59424002871933	2.72817055167388	2.58167526219844	3.57366510435619	4.77737135640706	5.09264874065507	1.29481477690879	3.04010802399618	3.38520712519999	3.37176286087391	2.78920434093424	2.30675421259885	1.95187537112728	2.78920434093424	3.72677854838332	2.98377355641175	2.54078041895103	1.67907652864568	2.76106121751039	1.73963380598627	3.27843072057736	2.46419681434304	4.09620097730664	2.01404964944607	4.50287469853983
33 Anterior Inferior Temporal (BA20a)	3.23157965070248	3.25926271266982	3.67389646714768	2.48504626625476	3.64304794340115	2.72761872235832	3.37091015461496	3.759064786175	2.91730418275332	1.9999743699267	3.73312344857979	3.60213422976096	3.21291659212163	3.54590575765504	2.08397918664825	2.01893479067594	1.8845732581702	1.21548414042399	3.759064786175	1.36971313580967	2.72700610966129	3.65120002103652	3.39719171637338	3.25934102909662	2.6179113218638	0	2.94100300561834	3.40520027020138	2.37420154312011	2.43391124329508	3.4090610929769	3.30700470393449	2.95036349678669	2.06456286599788	2.95036349678669	0.669306863218138	2.63415474778319	2.47573804177933	3.19381827473301	3.10511013367069	2.39353425446873	2.55691554169982	2.2099017106931	2.13177095277363	1.30243244744874	0.928593229716505	3.28102495013359	1.30243244744874	1.3320694197548	2.20254896903877	2.22612358542953	2.16465147666677	2.89172341147163	2.16149920241094	1.2142029672513	1.93027352917538	2.90133328476118	1.78807939061206	2.5457301775511
34 Dorsolateral Prefrontal (BA9)	5.80693456705643	0.945404548198904	6.35011284139966	4.6143213180662	6.27170194476462	5.36572869681397	6.04751812089707	6.46748460100919	5.58942358989539	3.98058624608759	6.11126587627831	6.30691804900253	1.27460435572809	6.18687920057968	3.67153793142436	3.46657786317857	2.49250737278566	3.42760506031634	6.46748460100919	3.68629880210291	3.17759929236807	6.18686539618097	5.72045423292508	2.18203460489094	4.67780744246805	2.94100300561834	0	1.69000558558808	3.64307390232023	0.775104176297397	1.39232506569204	5.81582227234532	1.23314474433291	2.30010797651129	1.23314474433291	2.9309098273573	2.98899139112018	1.40374833270697	0.773059604102156	1.36193104576375	4.51860830935097	2.75944369702821	4.39176042302204	1.53593155564928	3.49863408732094	3.46604749604009	5.91557435486756	3.49863408732094	2.8958472694913	2.52645425706436	2.61280046292792	3.64265478742315	5.33093325425245	3.65373616463162	3.18162005130577	2.9683182507733	1.06911419618875	4.08301090029758	1.93436904203891
35 Dorsolateral Prefrontal Medial (BA9m)	6.05672404489004	1.82375326095252	6.37905477324862	4.38274810311294	6.60146271370247	5.50606805654081	6.07536153202575	6.70038983369657	5.74410196068873	3.95841927398431	5.82412627194735	6.63721544721304	1.36399966385906	6.14433735769381	3.16287202174294	3.14105122817175	2.52645197392795	4.06611730873129	6.70038983369657	4.14482954200536	3.45984622839814	6.18537706797572	5.39588821200824	0.953949924236875	4.24037459415984	3.40520027020138	1.69000558558808	0	3.03597692451318	2.24263971911058	0.946372747789698	5.7651227617206	1.76915974102856	2.66961410992451	1.76915974102856	3.40673357213523	2.09691959957201	1.35704744462322	1.4543508118715	2.42777874876572	4.13936107109028	2.10136289113489	4.77745544698249	1.46466395373687	3.73285512839656	3.80379728783041	5.79225428616376	3.73285512839656	3.7768689681801	2.0986796643139	1.95748983193551	3.15012239391572	5.45780606949952	3.19015965986888	3.82935133293136	2.63537714853633	0.926754388803017	4.12602775756713	2.6577795248644
36 FEF Medial (BA8m)	4.18866772420267	4.01242271810957	3.77702287734604	2.20659086496423	4.68995167798399	3.0936583437994	3.47356359767408	4.5621708174066	3.35406891096584	2.41836684241656	3.32496119913106	4.60072701218453	3.57874199257685	3.44141349800815	0.840425555319441	1.86810695928759	2.54676631499007	2.76666309786753	4.5621708174066	2.47193067117071	3.81042909920212	3.99424378798669	2.72536391427907	2.76006787277939	1.41011623778917	2.37420154312011	3.64307390232023	3.03597692451318	0	3.55863522301443	3.53583588329419	3.57396962165138	3.55624425673851	3.11516589974782	3.55624425673851	2.37181697517392	1.76780143998438	2.49189386350133	3.67732244361983	4.21684294926184	1.75705070046664	1.98836957791597	3.60450916636514	2.42924976350818	2.68762960475672	2.3090348481976	3.10376335661575	2.68762960475672	3.42767604427798	2.04805494066137	1.51282777156404	1.15889569649831	3.61487920354168	1.28378895877059	3.13113400472614	1.82389815447819	2.96901462477741	2.32151038507741	3.78314136617681
37 2ary Auditory Anterior (BA21a)	5.32121221309142	1.41113920433595	5.92199235958093	4.38124554818234	5.75183795766654	4.90434015369144	5.59104848348963	5.94874763753894	5.11507206882508	3.72268961373398	5.83720795749727	5.77736754816168	1.80234638393592	5.76198028476179	3.50050638961731	3.25452025670566	2.39187155193046	2.83041513023794	5.94874763753894	3.16051702366685	3.01161297699406	5.80823487082092	5.46497062483128	2.61569156390902	4.46575238545729	2.43391124329508	0.775104176297397	2.24263971911058	3.55863522301443	0	1.97838020245438	5.44749941957602	1.35985174780631	2.16467044126944	1.35985174780631	2.38785319237098	3.11571590394725	1.61676059963187	1.24195324282213	1.38782953910822	4.25747480102434	2.75325193019118	3.89290922832656	1.61599561731552	3.09984100438723	2.97454295639429	5.51360626516178	3.09984100438723	2.27261476328381	2.46514633867246	2.63472106848083	3.47953131948643	4.95478554862224	3.48823653589543	2.64171911939706	2.83875243103779	1.54826014136246	3.7034252221999	1.73677043179385
38 Anterior Prefrontal (BA10)	5.98325488723911	1.11950587703918	6.5354464745554	4.4999311603864	6.50444663745203	5.6669660656571	6.29705643244303	6.69723277938261	5.87979093418663	3.93606083039326	5.97234486135007	6.57093603205044	0.697293330391137	6.3892631074409	3.58407925889158	3.36633446760043	2.28854139018933	4.14171698589253	6.69723277938261	4.29067033673099	2.96759227170836	6.16939816159293	5.63426397894003	1.18080356096857	4.60188214482902	3.4090610929769	1.39232506569204	0.946372747789698	3.53583588329419	1.97838020245438	0	5.7819718911926	1.65696834702928	2.23330203531623	1.65696834702928	3.50506066139129	2.33075128810389	1.6335017187984	1.27888802486623	1.8188562959392	4.42568160203492	2.56609555036039	4.62755337256405	1.4362476681013	3.71952800029525	3.88564148863256	6.04800172673015	3.71952800029525	3.60542605775695	2.40674654215193	2.35281962389969	3.54829217188754	5.35298620187945	3.53919738323864	3.70317703118395	2.82597325686064	1.13388276422703	4.22089991007497	2.17381604132796
4  Anterior Superior Parietal (BA5/BA7a)	1.87333589909899	5.88329416958279	1.60042202037935	1.72272695264086	2.04498784716853	1.81876611598613	2.03453572376417	1.98592934216628	1.68470399373928	2.4274774422912	1.35199177404071	1.98506166664027	5.5684386702517	1.99137222768651	3.23959440618267	3.16626324065517	3.64446300418609	3.53395776265218	1.98592934216628	3.29075551992818	3.89866709858047	0.583862920133845	1.88971646113278	5.2443237030718	2.56760453780854	3.30700470393449	5.81582227234532	5.7651227617206	3.57396962165138	5.44749941957602	5.7819718911926	0	5.62644216611217	3.96369280598589	5.62644216611217	3.62335061710649	3.92253470095342	5.15917642079791	5.94622523070751	5.67619790927204	2.21864212377344	4.47127808906112	2.47225470110216	4.55980527236796	3.12540137559409	2.94389605426649	1.86431529398362	3.12540137559409	3.92448968470461	4.2771415131007	4.09329932603928	3.34426327672796	1.32608260102875	3.25267030494266	3.3855433503761	3.50708210939499	5.59082663541633	2.27154454385267	4.84830673536011
40 Cingulate Anterior (BA32g)	5.59988781567337	1.58437817845101	6.22597186095722	4.58403631416135	6.0946953948276	5.19930803819122	5.81469800997323	6.21092971815311	5.39673928671714	4.11875739156748	6.02685433022662	6.16833013649009	1.70370456302333	5.97155183944047	3.40354298460152	3.0030290178348	2.56322006665465	3.46007163221249	6.21092971815311	3.74857701609414	2.98888024841514	6.06378968621045	5.69194307413649	2.33591188187137	4.59424002871933	2.95036349678669	1.23314474433291	1.76915974102856	3.55624425673851	1.35985174780631	1.65696834702928	5.62644216611217	0	2.43564305590562	0	2.85091568785467	2.8556024967299	1.95046275105299	0.701770296893707	1.34662276685165	4.15794107934151	2.11475568808987	4.01823394252056	1.57053986209829	3.36011586937961	3.35200882506274	5.66990279572874	3.36011586937961	2.78979771809363	1.99383386596273	2.36283939171397	3.33344807326115	5.3503142694416	3.36356557663682	3.04495491608145	2.65623797225688	1.61952083446596	3.86765402088401	1.58504749533122
41 Angular (BA39)	4.08583408998016	2.03843381838333	4.87909318137386	2.97614260986431	4.5371000412694	4.10462228873546	4.80924542176058	4.84442090015816	4.25344298584071	2.29952528506866	4.4167120007223	4.62736951295794	1.83707058295678	4.92712731880354	2.96415624154627	2.52010879255233	0.75629166442437	2.92408965604697	4.84442090015816	3.08163745565624	1.26950508892627	4.2789108019717	4.26574816241157	2.32038030880238	3.61677778418759	2.06456286599788	2.30010797651129	2.66961410992451	3.11516589974782	2.16467044126944	2.23330203531623	3.96369280598589	2.43564305590562	0	2.43564305590562	2.47263624962674	2.11388486046611	2.28767814511451	2.54274759075766	1.99694903734882	3.30543830340372	2.76176032494432	2.79378196099438	1.51996968104607	2.32017464633574	2.52794127601775	4.63666637487242	2.32017464633574	2.1980673305165	2.33971083673352	2.26845698677074	2.93777692597874	3.3745723212844	2.84251456250343	2.09327202485037	2.07651970692927	2.38742608855065	2.73974067594012	1.49039447719999
42 Cingulate Subcallosal (BA25)	5.59988781567337	1.58437817845101	6.22597186095722	4.58403631416135	6.0946953948276	5.19930803819122	5.81469800997323	6.21092971815311	5.39673928671714	4.11875739156748	6.02685433022662	6.16833013649009	1.70370456302333	5.97155183944047	3.40354298460152	3.0030290178348	2.56322006665465	3.46007163221249	6.21092971815311	3.74857701609414	2.98888024841514	6.06378968621045	5.69194307413649	2.33591188187137	4.59424002871933	2.95036349678669	1.23314474433291	1.76915974102856	3.55624425673851	1.35985174780631	1.65696834702928	5.62644216611217	0	2.43564305590562	0	2.85091568785467	2.8556024967299	1.95046275105299	0.701770296893707	1.34662276685165	4.15794107934151	2.11475568808987	4.01823394252056	1.57053986209829	3.36011586937961	3.35200882506274	5.66990279572874	3.36011586937961	2.78979771809363	1.99383386596273	2.36283939171397	3.33344807326115	5.3503142694416	3.36356557663682	3.04495491608145	2.65623797225688	1.61952083446596	3.86765402088401	1.58504749533122
43 Temporopolar (BA38)	3.50976313825525	3.38338213978097	3.83457188374054	2.84083281716677	3.91530818597476	2.80959332965513	3.39197012620587	3.94646644077333	3.01402032754923	2.46354337897499	4.026014179215	3.85970730945308	3.37808971176147	3.58981874275361	2.05367049191054	2.05121519476403	2.28263140778567	1.01273341626375	3.94646644077333	1.2483131393056	3.11568240319752	3.99895678721537	3.63675947023374	3.38307470830972	2.72817055167388	0.669306863218138	2.9309098273573	3.40673357213523	2.37181697517392	2.38785319237098	3.50506066139129	3.62335061710649	2.85091568785467	2.47263624962674	2.85091568785467	0	2.831969852533	2.47701719572089	3.12254539829785	3.19374815675769	2.4731762212309	2.40741067852582	2.4529305385509	2.23847945077375	1.57281771381655	1.00683706775292	3.3316668811806	1.57281771381655	1.45470530168896	2.14713869255427	2.25982773557853	2.16203804263273	3.35324594472203	2.21156648761515	1.49902602222089	2.06103547305162	2.90122605466708	1.99460200596492	2.69686619581413
44 Dorsolateral Prefrontal (BA46)	4.51216491549895	2.99651778131601	4.70192079371682	2.56326543259007	5.06297440013525	4.04270129261057	4.53776804676787	5.12197420766982	4.24322580963011	2.41760809399465	3.89672814483092	5.0909390181324	2.40123727624982	4.54438350775844	1.7826934491083	1.87231995637797	1.58397184390127	3.44587222294245	5.12197420766982	3.34867034034763	2.70550436322473	4.34161841596291	3.57106686722491	1.48577206574118	2.58167526219844	2.63415474778319	2.98899139112018	2.09691959957201	1.76780143998438	3.11571590394725	2.33075128810389	3.92253470095342	2.8556024967299	2.11388486046611	2.8556024967299	2.831969852533	0	2.1290097288489	2.92828548042021	3.27852881005077	2.44883851417732	1.74339139297417	3.56606756624107	1.59205331222006	2.75387454292922	2.82107451611244	4.15278127132257	2.75387454292922	3.41692953824575	1.67101805665389	1.129415517743	1.84096201577483	3.75971197975119	1.81698442151989	3.1467500011886	1.52397771910639	2.32122926175232	2.72426982801625	2.86762620548945
45 Ventrolateral Prefrontal, Broca (BA45)	5.37183782840751	1.8989157548557	5.5688136486648	3.75401615055813	5.86094278418559	4.6683877480089	5.27986439459534	5.97648867599312	4.9290171226322	3.2127400482941	5.19889632559237	5.83440070535088	1.68284242683252	5.37079686061367	2.66318682786532	2.85405426252466	2.10654411100145	3.00562798257153	5.97648867599312	3.06498285471695	3.3647406106456	5.53106173023768	4.69822616963948	1.55707831606551	3.57366510435619	2.47573804177933	1.40374833270697	1.35704744462322	2.49189386350133	1.61676059963187	1.6335017187984	5.15917642079791	1.95046275105299	2.28767814511451	1.95046275105299	2.47701719572089	2.1290097288489	0	1.67773669084481	2.45886532780293	3.67815384493918	2.19774241973091	4.23615185232695	1.11267806764745	3.07664372121985	2.92231641677029	5.0643782626615	3.07664372121985	2.99285472237119	2.00600261449303	1.74527497651783	2.72053739527368	4.72566720656786	2.77009320124936	3.06600117380591	2.32438307461206	0.655581491364693	3.44833529712292	2.58813313333088
46 Prefrontal Medial (BA10m)	5.99379700515546	1.23730522875113	6.52207125364726	4.7773201023637	6.48348889104291	5.51669162598424	6.15845684696436	6.62571895614629	5.73393396427557	4.2535865353405	6.25832077472467	6.53586764193619	1.38043544090774	6.29583667743446	3.64168444787407	3.36262973476847	2.67748503536816	3.6991586414912	6.62571895614629	3.96183999120669	3.25379711818679	6.36391374739298	5.88420890700803	2.11513510013203	4.77737135640706	3.19381827473301	0.773059604102156	1.4543508118715	3.67732244361983	1.24195324282213	1.27888802486623	5.94622523070751	0.701770296893707	2.54274759075766	0.701770296893707	3.12254539829785	2.92828548042021	1.67773669084481	0	1.40480238864196	4.48880099770107	2.43927018599142	4.47672778771717	1.57024024712262	3.65345771080615	3.64279937848538	6.00081106929865	3.65345771080615	3.12909554043181	2.29730782280089	2.5034860979888	3.58502116990836	5.59546347495965	3.61226186560295	3.3892653893213	2.91945965062283	1.21018969378492	4.19103011709577	1.92300353684637
47 Cingulate Posterior (BA31)	5.51919330141923	1.04655771244379	6.44956701491905	4.75391870331037	5.9740650039405	5.4789920274806	6.17506642802401	6.23884826308245	5.64009466407191	4.09570419191003	6.22033129224776	6.09563412567053	1.52327092566384	6.34497286814079	4.07803036695713	3.50326019454931	2.44528345549328	3.70906024419133	6.23884826308245	4.04490540097366	2.39218309705984	6.04398941354064	5.9938976542033	2.70458854233536	5.09264874065507	3.10511013367069	1.36193104576375	2.42777874876572	4.21684294926184	1.38782953910822	1.8188562959392	5.67619790927204	1.34662276685165	1.99694903734882	1.34662276685165	3.19374815675769	3.27852881005077	2.45886532780293	1.40480238864196	0	4.65085545607701	3.05545353935811	3.92244428769354	1.99308820829668	3.45417288555282	3.62876727941904	6.07277326314439	3.45417288555282	2.6875247431109	2.77240902368806	3.05217048084459	3.99123098670807	5.2014840919038	3.95380771673652	2.99707194290771	3.09071922866627	2.14968572966494	4.10313086500258	0.969202297947615
48 Cingulate Anterior (BA24)	2.995731988863	4.75812754428211	2.6448797544941	1.5923325462821	3.46879383332906	2.03263329260565	2.29158927952128	3.24327291836598	2.17840307996456	2.22387172557233	2.31425430929921	3.41932870275066	4.38086678929028	2.28976465525844	1.25604242227555	1.46943976601294	2.79472797028407	2.75109371974557	3.24327291836598	2.48629771039	3.55817551871487	2.73154558450544	2.05603844486569	3.77440937645006	1.29481477690879	2.39353425446873	4.51860830935097	4.13936107109028	1.75705070046664	4.25747480102434	4.42568160203492	2.21864212377344	4.15794107934151	3.30543830340372	4.15794107934151	2.4731762212309	2.44883851417732	3.67815384493918	4.48880099770107	4.65085545607701	0	2.53781072673163	2.57786050147886	3.17373038981646	2.39127502789139	2.03851523405006	1.87278706315166	2.39127502789139	3.27790097158613	2.53341626753265	2.35710633761526	1.47113456753014	2.69764355762813	1.51032795346781	2.82152300505613	1.98970489686766	4.0893288118759	1.57706240463309	3.92142125372385
49 Cingulate Anterior (BA32)	4.71889033412036	3.08611286873096	4.99927858594498	3.41897943089732	5.27876144745916	4.09273728297561	4.5155645085874	5.20400428405418	4.29532242810394	3.34521461366723	4.66424940195741	5.31483061285941	2.7597120707572	4.60277121929604	1.72678684612091	1.60889826324462	2.40533307619839	3.1262864106962	5.20400428405418	3.1525546198314	3.20682410345747	4.97229403553688	4.27925359786908	2.19759978067406	3.04010802399618	2.55691554169982	2.75944369702821	2.10136289113489	1.98836957791597	2.75325193019118	2.56609555036039	4.47127808906112	2.11475568808987	2.76176032494432	2.11475568808987	2.40741067852582	1.74339139297417	2.19774241973091	2.43927018599142	3.05545353935811	2.53781072673163	0	3.48588256538969	1.76324473092308	2.7918268746864	2.67909167688211	4.22677757177017	2.7918268746864	3.08265826815038	0.944960049814994	1.18574436051526	1.7407572936814	4.52407926572304	1.85265531662826	2.99237738186846	1.62174493103643	2.30338456716132	2.85901164318778	2.6601951290252
5  Retrosplenial (BA29/30)	1.87596206885505	4.44162370942178	3.33771115046099	2.77538813991046	2.27529187944815	2.62063213269966	3.11546033253449	2.44352244243755	2.57729827568173	2.66389122567733	3.53746513209805	2.46388917933405	4.38563520612199	3.34128464939335	3.09297443293689	2.48874595092028	2.77240960209406	2.56012061765398	2.44352244243755	2.68307619067847	2.47107840395289	2.8007870508229	3.65009659342555	4.51913756450139	3.38520712519999	2.2099017106931	4.39176042302204	4.77745544698249	3.60450916636514	3.89290922832656	4.62755337256405	2.47225470110216	4.01823394252056	2.79378196099438	4.01823394252056	2.4529305385509	3.56606756624107	4.23615185232695	4.47672778771717	3.92244428769354	2.57786050147886	3.48588256538969	0	3.51070063601393	2.19345597733174	2.11284213545105	3.13222441454643	2.19345597733174	2.19080850895628	3.26560604486985	3.45925847646117	3.10835577799962	2.40661145495727	3.02176677603852	1.85802817585163	2.81320952904398	4.52518547006793	1.95599279751567	3.02606704555781
50 Orbitofrontal (BA11)	4.82249733612945	1.74563811297534	5.18949118452221	3.29215733105807	5.32086115597163	4.29066679803254	4.92684518018734	5.45578880242869	4.51122215743806	2.81106266821489	4.76660872613897	5.34342756126779	1.39593102708394	5.02634488564837	2.37944651103879	2.23500496667276	1.35511643444281	2.85311103883856	5.45578880242869	2.97881693490936	2.47253944571931	4.96390486563366	4.404149793161	1.43286679853834	3.37176286087391	2.13177095277363	1.53593155564928	1.46466395373687	2.42924976350818	1.61599561731552	1.4362476681013	4.55980527236796	1.57053986209829	1.51996968104607	1.57053986209829	2.23847945077375	1.59205331222006	1.11267806764745	1.57024024712262	1.99308820829668	3.17373038981646	1.76324473092308	3.51070063601393	0	2.5840908021228	2.54189640266009	4.70089891274053	2.5840908021228	2.53030610043872	1.45380572013158	1.32960229768236	2.38194355082055	4.20216408477761	2.38590669426481	2.52793345201986	1.7240527375181	1.17368060802569	2.94775316802147	1.84047985401915
51 Piriform Cortex	3.1238665396001	3.6524310851321	3.69129203010513	2.49269087758622	3.55054054655909	2.88293731252085	3.44853015536273	3.665191088679	3.01630647181773	2.2076736447115	3.62177638513135	3.57162816756754	3.53063001204719	3.59298655233471	2.33449870575958	2.14252388815505	2.12357502761007	2.16599934563606	3.665191088679	2.21315595251276	2.68051339725364	3.47790289551009	3.40420383042487	3.50292361236211	2.78920434093424	1.30243244744874	3.49863408732094	3.73285512839656	2.68762960475672	3.09984100438723	3.71952800029525	3.12540137559409	3.36011586937961	2.32017464633574	3.36011586937961	1.57281771381655	2.75387454292922	3.07664372121985	3.65345771080615	3.45417288555282	2.39127502789139	2.7918268746864	2.19345597733174	2.5840908021228	0	1.68234396726293	3.3031716695339	0	1.89743498295571	2.50817366218271	2.54150673286752	2.40194997322738	2.83610542327735	2.38160684804417	1.75764885028722	2.13316795392496	3.41245486902878	1.97711577559916	2.79629790277476
52 Amygdala	3.0059527286326	3.82311785059996	3.16757670529035	2.2503634521316	3.37953420481237	2.19557214100744	2.80768176603775	3.39378177646347	2.39299081897629	2.0656342076136	3.35411760546303	3.2950890602034	3.70963211344117	2.99455422887232	1.92596886840494	1.98835889738195	2.27596706903743	1.11214315769083	3.39378177646347	1.19467439542056	3.09145980035273	3.30902728166192	3.01927678025585	3.64983139809534	2.30675421259885	0.928593229716505	3.46604749604009	3.80379728783041	2.3090348481976	2.97454295639429	3.88564148863256	2.94389605426649	3.35200882506274	2.52794127601775	3.35200882506274	1.00683706775292	2.82107451611244	2.92231641677029	3.64279937848538	3.62876727941904	2.03851523405006	2.67909167688211	2.11284213545105	2.54189640266009	1.68234396726293	0	2.73787694280848	1.68234396726293	1.635869995645	2.34961272773794	2.36665082568396	2.00291872004435	2.72160368335976	2.02128374515299	1.37721139209284	2.04063798556711	3.36532730836786	1.50972257200526	3.01426324202873
