x	y	group	order	col	x_cent	y_cent	x_poi	y_poi	num
6665.19	-2076	19_r	1746	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6678.3	-2042.16	19_r	1747	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6689.42	-2007.73	19_r	1748	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6705.26	-1975	19_r	1749	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6733.95	-1915.72	19_r	1750	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6774.94	-1853.36	19_r	1751	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6814.88	-1801	19_r	1752	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6848.5	-1756.94	19_r	1753	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6884.68	-1715.02	19_r	1754	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6922.96	-1675	19_r	1755	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6922.96	-1675	19_r	1756	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6959	-1638.04	19_r	1757	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6959	-1638.04	19_r	1758	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6959	-1638.04	19_r	1759	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6968	-1629.96	19_r	1760	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
6968	-1629.96	19_r	1761	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7022.04	-1578.27	19_r	1762	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7081.95	-1528.03	19_r	1763	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7148	-1492.31	19_r	1764	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7179.95	-1475.03	19_r	1765	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7223.03	-1458.65	19_r	1766	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7258	-1448.42	19_r	1767	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7403.1	-1406	19_r	1768	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7554.09	-1394.37	19_r	1769	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7701	-1360.65	19_r	1770	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7782.21	-1342.01	19_r	1771	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7879.62	-1312.16	19_r	1772	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7944	-1257.73	19_r	1773	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7962.44	-1242.14	19_r	1774	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7979.37	-1224.81	19_r	1775	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7993.28	-1205	19_r	1776	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8027.72	-1155.93	19_r	1777	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8042.91	-1096.41	19_r	1778	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8043	-1037	19_r	1779	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8043	-1037	19_r	1780	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8044.06	-1026	19_r	1781	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8044.06	-1026	19_r	1782	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8044.06	-1026	19_r	1783	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8044.06	-1018	19_r	1784	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8044.06	-1018	19_r	1785	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8046.21	-1003.28	19_r	1786	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8054.03	-992.48	19_r	1787	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8064.04	-982	19_r	1788	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8068.66	-977.16	19_r	1789	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8080.45	-965.88	19_r	1790	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8075.82	-958.23	19_r	1791	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8074.11	-955.39	19_r	1792	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8070.96	-955.09	19_r	1793	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8068	-954.59	19_r	1794	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8068	-954.59	19_r	1795	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8049	-951.2	19_r	1796	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8049	-951.2	19_r	1797	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
8049	-951.2	19_r	1798	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7976	-932.37	19_r	1799	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7976	-932.37	19_r	1800	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7936.11	-921.99	19_r	1801	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7896.56	-909.26	19_r	1802	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7856	-901.61	19_r	1803	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7846.29	-899.78	19_r	1804	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7828.55	-897.02	19_r	1805	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7819	-897	19_r	1806	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7812.22	-896.99	19_r	1807	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7809.76	-896.84	19_r	1808	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7803	-895.72	19_r	1809	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7792.4	-893.95	19_r	1810	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7781.95	-890.53	19_r	1811	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7772	-886.55	19_r	1812	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7745.52	-875.96	19_r	1813	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7720.49	-861.5	19_r	1814	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7695	-848.75	19_r	1815	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7678.09	-840.3	19_r	1816	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7658.35	-831.37	19_r	1817	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
7639	-834.53	19_r	1818	19	7104.98738396625	-1654.01227848101	7733.78765869141	-1116.75174560547	48
180.08	-1496.67	20_r	1582	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
178.42	-1500.55	20_r	1583	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
180.74	-1503.79	20_r	1584	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
183.85	-1508.12	20_r	1585	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
195.74	-1510.65	20_r	1586	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
201	-1512.14	20_r	1587	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
217.88	-1516.92	20_r	1588	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
242.52	-1520.97	20_r	1589	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
260	-1521	20_r	1590	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
260	-1521	20_r	1591	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
275	-1521	20_r	1592	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
275	-1521	20_r	1593	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
275	-1521	20_r	1594	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
287	-1520.09	20_r	1595	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
287	-1520.09	20_r	1596	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
341.09	-1516.31	20_r	1597	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
392.79	-1496.69	20_r	1598	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
441	-1472.75	20_r	1599	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
507.19	-1439.89	20_r	1600	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
568.5	-1397.93	20_r	1601	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
635	-1365.74	20_r	1602	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
669.22	-1349.18	20_r	1603	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
705.73	-1334.71	20_r	1604	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
744	-1331.91	20_r	1605	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
744	-1331.91	20_r	1606	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
754	-1331	20_r	1607	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
754	-1331	20_r	1608	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
754	-1331	20_r	1609	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
767	-1331	20_r	1610	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
767	-1331	20_r	1611	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
767	-1331	20_r	1612	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
786	-1332	20_r	1613	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
786	-1332	20_r	1614	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
786	-1332	20_r	1615	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
829	-1336.92	20_r	1616	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
829	-1336.92	20_r	1617	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
878.57	-1345.13	20_r	1618	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
920.44	-1360.26	20_r	1619	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
965	-1383.26	20_r	1620	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1039.92	-1421.92	20_r	1621	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1105.91	-1481	20_r	1622	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1187	-1507.26	20_r	1623	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1207.24	-1513.81	20_r	1624	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1239.89	-1520.97	20_r	1625	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1261	-1521	20_r	1626	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1261	-1521	20_r	1627	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1299	-1521	20_r	1628	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1299	-1521	20_r	1629	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1310.95	-1520.86	20_r	1630	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1335.8	-1516.84	20_r	1631	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1348	-1514.4	20_r	1632	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1383.16	-1507.37	20_r	1633	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1418.01	-1496.21	20_r	1634	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1451	-1482.15	20_r	1635	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1451	-1482.15	20_r	1636	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1490	-1464.74	20_r	1637	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1490	-1464.74	20_r	1638	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1505.15	-1457.41	20_r	1639	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1516.61	-1450.42	20_r	1640	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1534	-1449.18	20_r	1641	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1537.03	-1448.97	20_r	1642	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1540.01	-1449.59	20_r	1643	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1543	-1450	20_r	1644	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1567.26	-1453.35	20_r	1645	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1586.19	-1469.94	20_r	1646	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1606	-1483	20_r	1647	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1618.03	-1490.93	20_r	1648	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1632.22	-1498.82	20_r	1649	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1647	-1499	20_r	1650	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1654.03	-1499.08	20_r	1651	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1659.23	-1498.69	20_r	1652	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1666	-1496.48	20_r	1653	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1670.66	-1494.96	20_r	1654	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1678.2	-1491.59	20_r	1655	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1682	-1488.61	20_r	1656	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1693.2	-1479.82	20_r	1657	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1698.26	-1467.47	20_r	1658	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1701.35	-1454	20_r	1659	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1706.4	-1431.94	20_r	1660	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1705.04	-1408.53	20_r	1661	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1705	-1386	20_r	1662	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1704.98	-1374.06	20_r	1663	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1702.63	-1352.87	20_r	1664	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1700.39	-1341	20_r	1665	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1697.81	-1327.32	20_r	1666	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1692.59	-1311.23	20_r	1667	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1684.24	-1300	20_r	1668	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1666.29	-1275.85	20_r	1669	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1633.26	-1275.11	20_r	1670	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1606	-1271.85	20_r	1671	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1570.83	-1267.64	20_r	1672	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1541.25	-1260.59	20_r	1673	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1510	-1243.14	20_r	1674	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1502.8	-1239.12	20_r	1675	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1492.68	-1232.96	20_r	1676	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1487.17	-1226.99	20_r	1677	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1460.22	-1197.78	20_r	1678	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1452.51	-1132.28	20_r	1679	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1429.53	-1104	20_r	1680	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1418.41	-1090.31	20_r	1681	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1403.55	-1084.86	20_r	1682	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1387	-1080.63	20_r	1683	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1364.48	-1074.87	20_r	1684	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1321.41	-1070.27	20_r	1685	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1298	-1070	20_r	1686	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1298	-1070	20_r	1687	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1284	-1069	20_r	1688	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1284	-1069	20_r	1689	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1284	-1069	20_r	1690	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1256	-1068	20_r	1691	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1256	-1068	20_r	1692	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1256	-1068	20_r	1693	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1240	-1067	20_r	1694	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1240	-1067	20_r	1695	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1240	-1067	20_r	1696	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1212	-1066	20_r	1697	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1212	-1066	20_r	1698	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1212	-1066	20_r	1699	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1202	-1065.09	20_r	1700	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1202	-1065.09	20_r	1701	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1202	-1065.09	20_r	1702	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1156	-1060.73	20_r	1703	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1156	-1060.73	20_r	1704	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1146.18	-1059.21	20_r	1705	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1132.69	-1056.35	20_r	1706	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1124	-1051.68	20_r	1707	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1118.51	-1048.72	20_r	1708	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1113.65	-1044.55	20_r	1709	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1112.85	-1038	20_r	1710	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1112.26	-1033.18	20_r	1711	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1115.27	-1027.38	20_r	1712	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1117.15	-1023	20_r	1713	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1117.15	-1023	20_r	1714	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1131.69	-992	20_r	1715	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1131.69	-992	20_r	1716	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1143.8	-965.64	20_r	1717	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1160.66	-925	20_r	1718	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1161	-896	20_r	1719	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1161.07	-889.4	20_r	1720	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1160.45	-881.33	20_r	1721	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1158.56	-875	20_r	1722	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1157.49	-871.39	20_r	1723	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1155.52	-867.2	20_r	1724	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1153.53	-864	20_r	1725	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1135.48	-834.9	20_r	1726	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1090.35	-849.24	20_r	1727	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1065	-859.2	20_r	1728	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1065	-859.2	20_r	1729	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1048	-866.31	20_r	1730	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
1048	-866.31	20_r	1731	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
972.98	-900.75	20_r	1732	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
903.15	-952.95	20_r	1733	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
838	-1003.12	20_r	1734	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
838	-1003.12	20_r	1735	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
785	-1047.28	20_r	1736	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
785	-1047.28	20_r	1737	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
774.04	-1056.94	20_r	1738	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
768.94	-1065.93	20_r	1739	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
753	-1067.53	20_r	1740	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
745.78	-1068.26	20_r	1741	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
735.62	-1065.11	20_r	1742	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
729	-1062.28	20_r	1743	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
713.13	-1055.48	20_r	1744	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
698.77	-1045.45	20_r	1745	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
685	-1035.13	20_r	1746	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
658.28	-1015.1	20_r	1747	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
632.09	-993.26	20_r	1748	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
603	-976.72	20_r	1749	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
586.07	-967.09	20_r	1750	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
567.78	-958.81	20_r	1751	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
548	-958.04	20_r	1752	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
529.94	-957.34	20_r	1753	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
510.72	-967.15	20_r	1754	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
499.47	-981	20_r	1755	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
495.7	-985.64	20_r	1756	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
490.65	-994.56	20_r	1757	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
487.78	-1000	20_r	1758	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
487.78	-1000	20_r	1759	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
475.7	-1026	20_r	1760	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
475.7	-1026	20_r	1761	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
475.7	-1026	20_r	1762	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
444.85	-1099	20_r	1763	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
444.85	-1099	20_r	1764	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
444.85	-1099	20_r	1765	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
432.74	-1126	20_r	1766	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
432.74	-1126	20_r	1767	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
429.87	-1131.6	20_r	1768	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
424.3	-1141.64	20_r	1769	20	951.140657276995	-1239.55014084507	1252.46130859375	-1292.52333984375	34
