x	y	group	order	col	x_cent	y_cent	x_poi	y_poi	num
2138.14	-1848	1_r	1653	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2130	-1866.28	1_r	1654	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2119.57	-1879.9	1_r	1655	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2100	-1886.48	1_r	1656	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2094.22	-1888.43	1_r	1657	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2086.07	-1890.24	1_r	1658	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2080	-1890.83	1_r	1659	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2076.08	-1891.21	1_r	1660	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2071.5	-1890.35	1_r	1661	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2068.43	-1893.43	1_r	1662	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2064.17	-1897.7	1_r	1663	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2067.94	-1901.71	1_r	1664	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2066.58	-1912	1_r	1665	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2064.23	-1929.75	1_r	1666	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2062.21	-1942.34	1_r	1667	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2054.7	-1959	1_r	1668	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2052.83	-1963.13	1_r	1669	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2051.05	-1967.55	1_r	1670	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2047.81	-1970.82	1_r	1671	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2043.8	-1974.87	1_r	1672	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2039.53	-1975.59	1_r	1673	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2038.47	-1980.04	1_r	1674	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2037.08	-1985.9	1_r	1675	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2047.34	-2002.52	1_r	1676	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2050.6	-2008	1_r	1677	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2060.93	-2025.35	1_r	1678	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2075.49	-2044.18	1_r	1679	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2091	-2057.08	1_r	1680	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2099.75	-2064.36	1_r	1681	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2107.21	-2069.86	1_r	1682	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2119	-2070	1_r	1683	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2139.88	-2070.24	1_r	1684	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2159.28	-2059.96	1_r	1685	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2177	-2049.85	1_r	1686	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2211.65	-2030.08	1_r	1687	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2253.49	-1995.23	1_r	1688	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2283	-1968.08	1_r	1689	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2330.21	-1924.66	1_r	1690	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2374.29	-1878.61	1_r	1691	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2416.13	-1830	1_r	1692	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2416.13	-1830	1_r	1693	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2455.71	-1780	1_r	1694	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2455.71	-1780	1_r	1695	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2462.8	-1770.05	1_r	1696	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2470.96	-1758.34	1_r	1697	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2475.55	-1747	1_r	1698	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2480.54	-1734.67	1_r	1699	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2485.02	-1714.32	1_r	1700	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2487.42	-1701	1_r	1701	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2491.03	-1681	1_r	1702	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2493.97	-1657.25	1_r	1703	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2494	-1637	1_r	1704	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2494	-1637	1_r	1705	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2495	-1620	1_r	1706	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2495	-1620	1_r	1707	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2495	-1620	1_r	1708	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2495	-1576	1_r	1709	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2495	-1576	1_r	1710	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2495	-1576	1_r	1711	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2496	-1562	1_r	1712	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2496	-1562	1_r	1713	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2496	-1562	1_r	1714	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2496	-1536	1_r	1715	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2496	-1536	1_r	1716	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2496	-1536	1_r	1717	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2497	-1516	1_r	1718	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2497	-1516	1_r	1719	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2497	-1516	1_r	1720	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2497.91	-1506	1_r	1721	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2497.91	-1506	1_r	1722	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2499.39	-1484.85	1_r	1723	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2502	-1463.74	1_r	1724	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2506.58	-1443	1_r	1725	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2511.29	-1421.62	1_r	1726	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2516.89	-1400.76	1_r	1727	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2535	-1386.52	1_r	1728	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2547.69	-1376.54	1_r	1729	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2567.15	-1373.19	1_r	1730	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2583	-1373	1_r	1731	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2583	-1373	1_r	1732	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2621	-1373	1_r	1733	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2621	-1373	1_r	1734	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2646.71	-1372.96	1_r	1735	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2668.07	-1361.36	1_r	1736	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2679.75	-1338	1_r	1737	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2683.4	-1330.71	1_r	1738	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2685.9	-1323.22	1_r	1739	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2686	-1315	1_r	1740	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2686	-1315	1_r	1741	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2686	-1305	1_r	1742	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2686	-1305	1_r	1743	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2685.97	-1284.24	1_r	1744	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2675.21	-1258.89	1_r	1745	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2666.86	-1240	1_r	1746	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2652.35	-1207.17	1_r	1747	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2635.08	-1173.5	1_r	1748	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2633.74	-1137	1_r	1749	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2632.86	-1112.82	1_r	1750	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2645.56	-1092.03	1_r	1751	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2655.74	-1071	1_r	1752	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2655.74	-1071	1_r	1753	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2692.58	-989	1_r	1754	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2692.58	-989	1_r	1755	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2731.08	-900.44	1_r	1756	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2773.71	-798.93	1_r	1757	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2827	-719	1_r	1758	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2846.22	-690.17	1_r	1759	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2870.16	-659.33	1_r	1760	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2899	-639.75	1_r	1761	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2923.8	-622.9	1_r	1762	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2953.37	-614.98	1_r	1763	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2983	-612.91	1_r	1764	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2983	-612.91	1_r	1765	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2993	-612	1_r	1766	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2993	-612	1_r	1767	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3028.58	-611.59	1_r	1768	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3064.15	-617.03	1_r	1769	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3099	-624	1_r	1770	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3099	-624	1_r	1771	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3128	-629.71	1_r	1772	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3128	-629.71	1_r	1773	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3131.87	-630.37	1_r	1774	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3138.21	-632	1_r	1775	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3141.77	-629.71	1_r	1776	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3147.42	-626.38	1_r	1777	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3142.76	-612.91	1_r	1778	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3143.09	-607	1_r	1779	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3145.16	-570.55	1_r	1780	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3156.56	-528.69	1_r	1781	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3165.37	-493	1_r	1782	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3169.13	-477.8	1_r	1783	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3176.93	-445.65	1_r	1784	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3177	-431	1_r	1785	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3177	-431	1_r	1786	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3177	-418	1_r	1787	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3177	-418	1_r	1788	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3176.96	-394.31	1_r	1789	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3165.26	-366.43	1_r	1790	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3153.86	-346	1_r	1791	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3131.69	-306.27	1_r	1792	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3101.83	-272.21	1_r	1793	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3074.63	-236	1_r	1794	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3054.3	-208.95	1_r	1795	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3029.8	-174.31	1_r	1796	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3025.29	-140	1_r	1797	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3020.61	-104.46	1_r	1798	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3038.2	-77.75	1_r	1799	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3064	-55.15	1_r	1800	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3070.01	-49.89	1_r	1801	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3080.27	-42.26	1_r	1802	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3087	-37.86	1_r	1803	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3090.67	-35.46	1_r	1804	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3096.52	-32.6	1_r	1805	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3097.53	-27.99	1_r	1806	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3098.46	-23.71	1_r	1807	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3095.76	-21.06	1_r	1808	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3091.98	-19.8	1_r	1809	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3091.98	-19.8	1_r	1810	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3070	-16.27	1_r	1811	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3070	-16.27	1_r	1812	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3070	-16.27	1_r	1813	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3011	-10	1_r	1814	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3011	-10	1_r	1815	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2998.69	-9.86	1_r	1816	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2986.33	-7.92	1_r	1817	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
2974	-9.42	1_r	1818	1	2631.89548523207	-979.076371308017	2901.4822265625	-389.8598828125	18
3135.91	-13.6	2_r	1582	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3123.99	-20.46	2_r	1583	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3109	-28.7	2_r	1584	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3073.18	-48.36	2_r	1585	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3033.52	-77.17	2_r	1586	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3028.84	-121	2_r	1587	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3028.46	-124.53	2_r	1588	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3027.92	-126.2	2_r	1589	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3028.04	-130	2_r	1590	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3029.22	-166.86	2_r	1591	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3055.2	-204.48	2_r	1592	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3076.63	-233	2_r	1593	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3105.06	-270.85	2_r	1594	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3141.2	-311.9	2_r	1595	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3162.25	-354	2_r	1596	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3171.72	-372.95	2_r	1597	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3180.97	-398.64	2_r	1598	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3181	-420	2_r	1599	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3181	-420	2_r	1600	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3181	-430	2_r	1601	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3181	-430	2_r	1602	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3180.86	-441.81	2_r	1603	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3174.8	-468.71	2_r	1604	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3171.88	-481	2_r	1605	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3171.88	-481	2_r	1606	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3155.58	-550	2_r	1607	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3155.58	-550	2_r	1608	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3151.86	-566.84	2_r	1609	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
3149.49	-580.84	2_r	1610	2	3259.8258974359	-414.476153846154	3290.8316796875	-539.0146484375	4
