10 2ary/3ary Visual Posterior (BA18/19p)	11 2ary Auditory Posterior (BA21p)	12 Premotor Posterior (BA6p)	13 Premotor Precentral (BA6prc)	14 1ary Visual Posterior (BA17p)	15 1ary Motor (BA4)	16 1ary Auditory (BA41/42)	17 1ary Visual Anterior (BA17a)	18 1ary Somatosensory (BA3/1/2)	19 Posterior Middle Temporal (BA37-pMT)	2  Anterior Supramarginal (BA40a)	20 Posterior Fusiform (BA37m)	21 FEF Lateral (BA8)	22 Premotor Medial (BA6m)	23 Insular Anterior Cortex	24 Cingulate Posterior (BA23p)	25 Posterior Inferior Temporal (BA20p)	26 2ary Auditory, language (BA22a)	27 2ary/3ary Visual Anterior (BA18/19a)	28 2ary Auditory, Wernicke (BA22p)	29 Precuneus (BA7m)	3  Posterior Superior Parietal (BA7p)	30 Premotor Anterior Lateral (BA6a)	31 Supramarginal Posterior (BA40p)	32 Ventrolateral Prefrontal, Broca (BA44)	33 Anterior Inferior Temporal (BA20a)	34 Dorsolateral Prefrontal (BA9)	35 Dorsolateral Prefrontal Medial (BA9m)	36 FEF Medial (BA8m)	37 2ary Auditory Anterior (BA21a)	38 Anterior Prefrontal (BA10)	4  Anterior Superior Parietal (BA5/BA7a)	40 Cingulate Anterior (BA32g)	41 Angular (BA39)	42 Cingulate Subcallosal (BA25)	43 Temporopolar (BA38)	44 Dorsolateral Prefrontal (BA46)	45 Ventrolateral Prefrontal, Broca (BA45)	46 Prefrontal Medial (BA10m)	47 Cingulate Posterior (BA31)	48 Cingulate Anterior (BA24)	49 Cingulate Anterior (BA32)	5  Retrosplenial (BA29/30)	50 Orbitofrontal (BA11)	51 Piriform Cortex	52 Amygdala	53 Insular Posterior Cortex	54 Entorhinal Cortex	55 Hippocampus, CA3 / Dentate Gyrus	56 Nucleus Accumbens	57 Caudate	58 Putamen	6  Anterior Middle Temporal (BA37-aMT)	64 Globus Pallidus	65 Hippocampus, CA1	68 Medial Dorsal Thalamus	7  Orbitofrontal (BA47)	70 Ventral Lateral Thalamus	8  Cingulate Posterior (BA23a)
29 Precuneus (BA7m)	1.54598293746595	2.31893798120402	2.79073296709448	2.95253156229812	1.81632108989057	2.01294673490584	2.26341222951858	1.28525252395757	1.87673900473365	2.56758031326959	2.67274272149741	2.08479249558386	2.99670420712605	1.91646904918742	1.78983893265205	1.31164917255137	2.29472185934551	2.27309147680047	1.28525252395757	2.42823362457733	0	1.54627662803243	2.75453733855107	2.20523845744079	2.18671486196736	1.85803518308279	1.87361740404541	1.55996918683384	1.83688045995637	2.10575050716464	1.73722700648858	1.70169197055645	1.37493247328008	1.99831855925596	1.37493247328008	1.53663652966232	2.34497331988817	1.91268441391027	1.5329566809156	0.426691137957903	1.27419808223442	1.38309491006297	1.00908383626865	1.95000308511484	1.706255136797	1.38318785714412	2.08638324415651	1.706255136797	1.38599909228481	1.21285962094034	1.49389917803864	1.51078306534714	1.83582669881315	1.73800278867878	1.17009238836024	1.29747441771267	1.73873313556454	1.31460457931662	0.505433677843111
3  Posterior Superior Parietal (BA7p)	1.62506543234631	1.38186167444307	1.92572383354536	2.04906321182467	1.78406366604314	1.26448267902458	1.27054694951122	1.78686232186113	0.979866393569139	1.46549051517165	1.25316880659101	1.75454272362252	2.10316200709502	1.89845458252268	1.65826116636073	1.80285820267491	1.3867477954633	1.31498278042541	1.78686232186113	1.3697912821729	1.54627662803243	0	1.90972470479537	1.03641582947729	1.50621508047399	1.29958590128166	1.73152632363298	2.136767890052	2.06095367997086	1.31075336349093	1.61896813533346	0.699438781251543	2.04633275482841	0.779410788393403	2.04633275482841	1.45688555089728	1.59614278048266	1.69131406374303	2.0994736179481	1.85218190079244	2.090465806818	2.15926370419504	1.70366651197497	1.46892147252897	1.70613693949026	1.91274288604257	1.24889852642136	1.70613693949026	1.93757880401678	2.11622746581599	2.09683197098904	2.08048575812651	1.21317762437048	1.96335734235947	1.93027835942659	2.17769702363585	1.66304057828805	1.62153627494829	1.85868402760178
30 Premotor Anterior Lateral (BA6a)	2.71286001557926	2.21748948113359	0.563077418659953	0.617133318759734	2.78887397826076	1.10590899830414	2.03123914694937	2.95883761874786	1.34031678064575	2.01348951382149	1.81471371722315	2.69947206568974	1.02608779348338	1.73501255002818	2.16853204476833	2.32225581492559	2.27709861092088	2.27128930131987	2.95883761874786	2.20980909379132	2.75453733855107	1.90972470479537	0	2.12480989185738	1.00435810594378	2.35603329149158	1.62944205864108	2.39453796131536	1.96894817133005	2.30402743104727	1.87154418498113	1.65561699707015	2.59716968144823	1.96647754540721	2.59716968144823	2.42627608776327	0.999486748504679	1.77681191161205	2.46841499254288	2.89270867998331	2.58519108937312	2.63730178819331	2.94378381586388	1.90682492523031	2.68974271525204	2.79908844926916	1.85419718579817	2.68974271525204	2.84360945786818	2.91625827217792	2.62565418082353	2.59309607430486	2.34823811592824	2.22507448443908	3.0230580906629	2.86168451023551	2.17725465705773	2.35303526841453	2.90159469857035
31 Supramarginal Posterior (BA40p)	2.26476916546599	1.01284535822808	2.24358027779792	2.31710243658132	2.39543702516207	1.68824657508788	0.845582612301652	2.45202786309072	1.37475707054424	1.09725251600265	1.17427107411225	2.2997322154873	2.3336750433668	2.3608778165948	1.88146189640872	2.30736437498133	1.47599447171294	0.813889376689534	2.45202786309072	0.576886411748528	2.20523845744079	1.03641582947729	2.12480989185738	0	1.6864838303018	1.74304644327992	2.13886891997654	2.62315663729658	2.51394486485105	1.22007723756471	2.03861010229285	1.25766192095792	2.58089473379082	0.841079685628598	2.58089473379082	1.77424472455305	1.86936782870287	1.9259325763529	2.59417427970063	2.47272186021972	2.61544696423918	2.67142306102504	2.3867902918478	1.94561247226853	2.31336246738569	2.49140730290602	1.20632754248608	2.31336246738569	2.54233898281495	2.66952213749973	2.59005420466607	2.5493052453309	1.58027051205796	2.41878019408476	2.54808211544224	2.72226470846123	1.96315398036156	2.20299369599731	2.49959899951634
32 Ventrolateral Prefrontal, Broca (BA44)	2.37750906648766	1.87541287889502	1.29751105875783	1.44930025776017	2.49753926137388	0.861026840718825	1.43993232659067	2.55152515331013	0.915463672359051	1.8616885308253	1.77526401312356	2.49247803058919	1.60206290661457	1.55402333844064	1.22453766557873	1.89586020573455	2.12054341297739	1.74648253204335	2.55152515331013	1.80544198818204	2.18671486196736	1.50621508047399	1.00435810594378	1.6864838303018	0	2.04606591447658	1.05402638435929	1.9077168532292	1.61220024926935	1.87062360473399	1.2348765605134	1.41219658782868	2.15900485785993	1.6611857494427	2.15900485785993	1.60786660152043	0.932682117843066	0.831127759154807	2.01740067571065	2.32373289303728	2.07106880174215	2.17072433991009	2.46855633299986	1.65691370386289	2.24964013438246	2.1291445316568	1.08489989674738	2.24964013438246	2.21320885130923	2.20327109040595	1.88420652092093	1.82866000459331	2.03462512974349	1.50187598214069	2.40741414528003	2.14729072536286	1.29375000018405	1.69289632691454	2.31002678903355
33 Anterior Inferior Temporal (BA20a)	1.21656526384527	1.4546340494207	2.3555878043576	2.44278067162825	1.06466576490615	1.89378366890614	1.91606020206452	1.44505025065029	1.76675350398578	1.61817777552701	2.00454218294263	0.859548150308911	2.43770346010091	2.44344655683707	2.08106917758396	2.32190648442736	1.01317617505414	1.58736310913909	1.44505025065029	1.83634866811668	1.85803518308279	1.29958590128166	2.35603329149158	1.74304644327992	2.04606591447658	0	2.18234611092806	2.54202985255813	2.52653571876604	1.05918765011547	1.90362047188463	1.65039367270377	2.33288278625089	1.17579069659182	2.33288278625089	1.57286808160804	2.00449823778957	2.15697796524546	2.44341242689524	2.11640039761472	2.48832873021836	2.52095770606217	1.49065116831743	1.5464643461664	1.21158913938735	1.89502406290992	1.82861204124573	1.21158913938735	1.85761361401855	2.29678075880591	2.39430061132644	2.44152303787516	0.640125554631636	2.37849893215238	1.73016673253127	2.38955415201549	1.99265541999138	1.96602019868867	2.03045245176566
34 Dorsolateral Prefrontal (BA9)	2.32375811731738	2.29177757328628	1.7866118420573	1.90007378208148	2.46364064287154	1.23972975377058	1.99729622865446	2.40889323747457	1.31374845325621	2.35514249096857	2.28578336730441	2.54037601437845	1.86059993642817	1.24769060996537	1.38104864316271	1.48476917763609	2.41187112163713	2.22029467082619	2.40889323747457	2.30211576040543	1.87361740404541	1.73152632363298	1.62944205864108	2.13886891997654	1.05402638435929	2.18234611092806	0	1.19694299443428	0.990806227012699	2.19388480679667	0.955484044827662	1.56543114794897	1.61566722829744	2.02688624896366	1.61566722829744	1.71291256699608	1.06411952777867	0.987773191163651	1.35499357654696	1.91048069170797	1.51345969319948	1.55870427396964	2.2892525681647	1.60634784877856	2.18395383638108	1.89359732455728	1.66423141876355	2.18395383638108	1.97771983825107	1.82455414029606	1.50737394739783	1.48113855724413	2.22539746158294	1.27643644189688	2.17308467169291	1.65945370852298	1.32433057954153	1.46585986421828	1.90900530462366
35 Dorsolateral Prefrontal Medial (BA9m)	2.48502935227023	2.78646899299466	2.48309274356594	2.62352658250175	2.65944457482677	1.81629226822204	2.53304900678933	2.40371958737181	1.85375064670266	2.92347906799971	2.86188888642287	2.82342616440261	2.64558044342052	1.09819532901914	1.82874430693524	0.848414852808755	2.84173852808808	2.73996908967386	2.40371958737181	2.81161131737648	1.55996918683384	2.136767890052	2.39453796131536	2.62315663729658	1.9077168532292	2.54202985255813	1.19694299443428	0	0.593636944956514	2.65527438830746	1.44871765036433	1.87776285350387	0.789946032550976	2.53202491576572	0.789946032550976	2.03288977541542	1.98896973075875	1.68317306575819	0.465356296063144	1.37720604648132	0.560154073404948	0.496606355051144	2.2335982904613	1.89788295331043	2.39707959695866	1.91026345860024	2.27083602163537	2.39707959695866	1.99711255699162	1.55097728355133	1.4361753693912	1.42190325291302	2.58894558181694	1.51425947855748	2.09754833863244	1.3868019099294	1.74624307732981	1.57074172524952	1.44838719914875
36 FEF Medial (BA8m)	2.56300999365585	2.68619485739337	2.06072221394196	2.17555224762663	2.71706852773248	1.49380593089586	2.39909391507723	2.56689397210061	1.6108061749904	2.75522360039606	2.62493031348504	2.82150670547463	2.21856535889737	0.653557974098092	1.85115917123869	0.930198906578983	2.74039682785948	2.65468656926742	2.56689397210061	2.68455440329282	1.83688045995637	2.06095367997086	1.96894817133005	2.51394486485105	1.61220024926935	2.52653571876604	0.990806227012699	0.593636944956514	0	2.60395017013495	1.42950027247783	1.70138270072947	1.16752106505176	2.42278944046154	1.16752106505176	2.13420157359949	1.65365163431992	1.59389946493914	0.876975890607964	1.73891815828229	0.947175625821882	0.959840866309661	2.43421975529349	1.81392139433064	2.47823236096068	2.12508873132281	2.14579959124184	2.47823236096068	2.20333162083843	1.88745824499278	1.66645394311663	1.63213024618865	2.56997474881843	1.54178660866164	2.35635643499603	1.71784612623624	1.79544609940991	1.67042088853897	1.80141293312081
37 2ary Auditory Anterior (BA21a)	1.79821280027571	0.710218611884181	2.40195434199265	2.47262233740979	1.87047000530082	1.90421894837093	1.42262344386357	2.02740723554713	1.70099734469028	1.11495786778783	1.80098447377947	1.7684143596273	2.45342021470578	2.52124872704604	1.9189456430721	2.42055517621691	0.960481124984348	0.832319847764285	2.02740723554713	1.13297864308624	2.10575050716464	1.31075336349093	2.30402743104727	1.22007723756471	1.87062360473399	1.05918765011547	2.19388480679667	2.65527438830746	2.60395017013495	0	1.93905073067553	1.64459865465471	2.52902078206844	0.932196665592462	2.52902078206844	1.53780383771789	1.96119117411291	2.00582778108669	2.58470661446657	2.36935238683144	2.63448789313188	2.67612671087307	2.02132706445454	1.74800794310915	1.91475363932083	2.2439965725976	1.49840248959345	1.91475363932083	2.27588412001673	2.51063235370038	2.5182175469853	2.51738006922864	1.07645980474378	2.445852341138	2.20200470275911	2.59396993343858	1.90633751714297	2.18329785543089	2.34980995140962
38 Anterior Prefrontal (BA10)	2.06908025887143	2.1451347325592	1.97370674533383	2.17200004126597	2.19543437916914	1.33293300030511	1.9064729949433	2.15411181104507	1.33680285134977	2.27619973157348	2.27130689891998	2.30515586366764	2.22243515659139	1.59846007555755	1.09195458787645	1.61336470605005	2.25529065450741	2.0415865364239	2.15411181104507	2.2122104199635	1.73722700648858	1.61896813533346	1.87154418498113	2.03861010229285	1.2348765605134	1.90362047188463	0.955484044827662	1.44871765036433	1.42950027247783	1.93905073067553	0	1.60821489519918	1.53979146153194	1.89537500196737	1.53979146153194	1.27602007673119	1.36772133439303	0.976321194303021	1.41333852862889	1.79084529533055	1.5901326076466	1.65359484438233	2.04197376094693	1.17142425569828	1.88225806722217	1.53120729105783	1.52251982999474	1.88225806722217	1.65967419898913	1.51396932811638	1.26912761855201	1.2974767129176	2.01358046175275	1.23291987323421	1.83363975674442	1.49206086465089	0.833944453419561	1.3303359681106	1.74019634399835
4  Anterior Superior Parietal (BA5/BA7a)	1.94795242103313	1.63632546599998	1.66389160107336	1.76047867300338	2.10271526855173	0.988654281118913	1.37691524220634	2.11227520669302	0.741328366751151	1.63838136170188	1.13280339763474	2.05575117738639	1.80169941799018	1.43593724417541	1.82469638348207	1.46513884798051	1.62242969645094	1.61056312646108	2.11227520669302	1.54245188500585	1.70169197055645	0.699438781251543	1.65561699707015	1.25766192095792	1.41219658782868	1.65039367270377	1.56543114794897	1.87776285350387	1.70138270072947	1.64459865465471	1.60821489519918	0	1.8265294388154	1.15821588508792	1.8265294388154	1.80628986084389	1.36947913285141	1.75032266678553	1.84023459305816	1.91080095801332	1.87475101936269	1.90887836188313	2.04331095143249	1.36066805065548	2.03317530400078	2.18245020113782	1.39355515447123	2.03317530400078	2.22283158223635	2.28460329574593	2.20364815162321	2.17502088006325	1.616570320213	2.01320833288752	2.27113033898851	2.29712305778478	1.82114306124957	1.74628213075373	1.97149177566712
40 Cingulate Anterior (BA32g)	2.23591315052363	2.7126343403383	2.63548538892837	2.77961336984503	2.41361300323601	1.95351443485318	2.53634069506383	2.13482545855834	1.93184507033292	2.87001047595161	2.81528385920147	2.59035976729302	2.7920966380663	1.419794646871	1.98787472863744	0.899706917071458	2.67863226453619	2.67821695139931	2.13482545855834	2.76994233500322	1.37493247328008	2.04633275482841	2.59716968144823	2.58089473379082	2.15900485785993	2.33288278625089	1.61566722829744	0.789946032550976	1.16752106505176	2.52902078206844	1.53979146153194	1.8265294388154	0	2.43559483420237	0	1.99097637756295	2.17372858488142	1.98091727354592	0.445745120934952	1.164784261049	0.694760338492767	0.484773347445483	1.98398563387656	1.64244690197071	2.22754348533809	1.85017671804172	2.32489600954019	2.22754348533809	1.93699700176186	1.52886160107293	1.63148375709887	1.66281971097326	2.4213555619207	1.83911705606552	1.93414838111023	1.53537420923938	1.84996208165503	1.69407358282402	1.25311726150789
41 Angular (BA39)	1.77061189910517	0.82683408924693	2.03937470162782	2.09455484424112	1.86816727019665	1.59867842549209	1.28662148431736	2.01475223487119	1.3703095927273	0.785518675728844	1.29337029191932	1.72868789846618	2.09258802685022	2.27343952180099	1.95157796746526	2.24302316283311	0.905269666611227	0.999967830802319	2.01475223487119	0.998633041182621	1.99831855925596	0.779410788393403	1.96647754540721	0.841079685628598	1.6611857494427	1.17579069659182	2.02688624896366	2.53202491576572	2.42278944046154	0.932196665592462	1.89537500196737	1.15821588508792	2.43559483420237	0	2.43559483420237	1.6997311793664	1.6751152981352	1.94531783171097	2.47690083146979	2.29511167809243	2.52765093130507	2.56641363139815	1.99634779220338	1.65781215736586	1.93624338864271	2.29300962709198	1.41029718971832	1.93624338864271	2.31009140018388	2.53627802572614	2.51049263631728	2.49809218775311	0.93627318610505	2.37276681908154	2.2627091966707	2.60147771397717	1.95704573910205	2.09297672031146	2.30307926150988
42 Cingulate Subcallosal (BA25)	2.23591315052363	2.7126343403383	2.63548538892837	2.77961336984503	2.41361300323601	1.95351443485318	2.53634069506383	2.13482545855834	1.93184507033292	2.87001047595161	2.81528385920147	2.59035976729302	2.7920966380663	1.419794646871	1.98787472863744	0.899706917071458	2.67863226453619	2.67821695139931	2.13482545855834	2.76994233500322	1.37493247328008	2.04633275482841	2.59716968144823	2.58089473379082	2.15900485785993	2.33288278625089	1.61566722829744	0.789946032550976	1.16752106505176	2.52902078206844	1.53979146153194	1.8265294388154	0	2.43559483420237	0	1.99097637756295	2.17372858488142	1.98091727354592	0.445745120934952	1.164784261049	0.694760338492767	0.484773347445483	1.98398563387656	1.64244690197071	2.22754348533809	1.85017671804172	2.32489600954019	2.22754348533809	1.93699700176186	1.52886160107293	1.63148375709887	1.66281971097326	2.4213555619207	1.83911705606552	1.93414838111023	1.53537420923938	1.84996208165503	1.69407358282402	1.25311726150789
43 Temporopolar (BA38)	1.7944701985285	1.90332270265385	2.51718096747076	2.73225566600067	1.89770682751167	1.7115778203022	1.61388035560043	1.79373020132775	1.53961939650623	2.19029095921209	2.32368566596526	2.03380844979222	2.83261361858273	2.2159904802154	0.763531444887897	1.97636756986607	2.10975774143489	1.58122026755256	1.79373020132775	1.94375965131917	1.53663652966232	1.45688555089728	2.42627608776327	1.77424472455305	1.60786660152043	1.57286808160804	1.71291256699608	2.03288977541542	2.13420157359949	1.53780383771789	1.27602007673119	1.80628986084389	1.99097637756295	1.6997311793664	1.99097637756295	0	2.07232879317857	1.18107540685194	2.0378587682536	1.70203827395084	1.94397245221636	2.09556869909452	1.61900967451509	1.6921004711468	1.40494110114216	1.03299876800222	1.20227614477825	1.40494110114216	1.16345834658454	1.30083113219575	1.29406326121661	1.30440258828146	1.69336398597336	1.34496914267086	1.25674342524001	1.42571035889246	0.729951776983697	1.16914943048426	1.55403302083344
44 Dorsolateral Prefrontal (BA46)	2.3360979613933	1.94281855231009	1.20604122372591	1.17488480526969	2.44143300578155	1.09697410525707	1.77602103196232	2.57845539868692	1.18674184698833	1.83139591943433	1.72493646723315	2.38294276370356	0.98333594179069	1.58592996848867	1.86778638371183	1.99204284912646	1.98748374473056	1.97544314274875	2.57845539868692	1.95499052330276	2.34497331988817	1.59614278048266	0.999486748504679	1.86936782870287	0.932682117843066	2.00449823778957	1.06411952777867	1.98896973075875	1.65365163431992	1.96119117411291	1.36772133439303	1.36947913285141	2.17372858488142	1.6751152981352	2.17372858488142	2.07232879317857	0	1.47772949380152	2.01459400487755	2.4812196940548	2.23218756476384	2.2337806732339	2.5541903337227	1.46475258130961	2.36248214114066	2.46190478958023	1.60242412653334	2.36248214114066	2.51693414877607	2.56507283919285	2.31331528232457	2.30065933859985	2.0281652438787	2.02481228298043	2.65865089108341	2.4917966415531	1.81732535440189	2.06645286385165	2.50194940081335
45 Ventrolateral Prefrontal, Broca (BA45)	2.3667823500756	2.11959035209863	2.0005491801015	2.20391691926432	2.50506325359812	1.32519365535918	1.67336426083992	2.42570339813264	1.29437862694653	2.25948011913331	2.28575843162351	2.6013784521431	2.31538857860992	1.73836711766432	0.600353660631934	1.8128489775952	2.42416594405543	1.91821522530229	2.42570339813264	2.08755797489404	1.91268441391027	1.69131406374303	1.77681191161205	1.9259325763529	0.831127759154807	2.15697796524546	0.987773191163651	1.68317306575819	1.59389946493914	2.00582778108669	0.976321194303021	1.75032266678553	1.98091727354592	1.94531783171097	1.98091727354592	1.18107540685194	1.47772949380152	0	1.83005861269432	2.00164278380672	1.80078279255993	1.95316273236581	2.27275158901318	1.83819223670098	2.10620786160816	1.65183693459631	1.19589755010458	2.10620786160816	1.77358967552934	1.62536186540428	1.25176572771259	1.18209510502986	2.16288271565956	0.959631860766202	1.99667141230637	1.55303017492143	0.698316018358537	1.29848618633336	1.94452662737679
46 Prefrontal Medial (BA10m)	2.38221703873593	2.73770312157494	2.53615062472801	2.6716303367582	2.55825308744297	1.87973226623877	2.52452026286962	2.31221862925094	1.88718037225757	2.8764745953001	2.81199910088269	2.72093908620996	2.66733127574602	1.26713242250435	1.92063291689151	0.905362099717474	2.74729161157952	2.70251975421977	2.31221862925094	2.7770505274034	1.5329566809156	2.0994736179481	2.46841499254288	2.59417427970063	2.01740067571065	2.44341242689524	1.35499357654696	0.465356296063144	0.876975890607964	2.58470661446657	1.41333852862889	1.84023459305816	0.445745120934952	2.47690083146979	0.445745120934952	2.0378587682536	2.01459400487755	1.83005861269432	0	1.34107990016783	0.677433279875735	0.430975979454112	2.16339370435653	1.69208702450663	2.35041388190665	1.93572026665711	2.2934035725702	2.35041388190665	2.02886837355693	1.59887513685334	1.57570479088845	1.58971759838128	2.51628809358726	1.72364992778496	2.08225152979918	1.51354357264345	1.78961105582987	1.68846732998381	1.42859229593431
47 Cingulate Posterior (BA31)	1.76059746251472	2.58922000473686	2.93523424245064	3.10105425676581	2.01895404535947	2.16110088675859	2.49319368504551	1.46657459035433	2.05731799510304	2.8350090024481	2.91747770096972	2.31316485891431	3.14375599732138	1.88750846338809	1.89092310891375	1.19671313062912	2.57455781801916	2.53476471539497	1.46657459035433	2.68867309861229	0.426691137957903	1.85218190079244	2.89270867998331	2.47272186021972	2.32373289303728	2.11640039761472	1.91048069170797	1.37720604648132	1.73891815828229	2.36935238683144	1.79084529533055	1.91080095801332	1.164784261049	2.29511167809243	1.164784261049	1.70203827395084	2.4812196940548	2.00164278380672	1.34107990016783	0	1.0322471029362	1.13178463343878	1.20857510181338	2.05231868114277	1.88564902698775	1.446791533965	2.2896177831438	1.88564902698775	1.46548232050604	1.1297638373067	1.44761362603162	1.46763838004721	2.12721696823599	1.76039144800208	1.26778712626441	1.20115488198437	1.82222221344527	1.41350734943189	0.322419672001369
48 Cingulate Anterior (BA24)	2.37469810992661	2.78892643055212	2.64524606799654	2.8155084584375	2.56066943307359	1.89280033716264	2.54486243578305	2.22635105580407	1.89293695119906	2.96564220109167	2.91969832416648	2.75598066144507	2.88439181220295	1.20310449931509	1.83205535023158	0.593200214054376	2.83560950868279	2.73223547701177	2.22635105580407	2.82122755041431	1.27419808223442	2.090465806818	2.58519108937312	2.61544696423918	2.07106880174215	2.48832873021836	1.51345969319948	0.560154073404948	0.947175625821882	2.63448789313188	1.5901326076466	1.87475101936269	0.694760338492767	2.52765093130507	0.694760338492767	1.94397245221636	2.23218756476384	1.80078279255993	0.677433279875735	1.0322471029362	0	0.370054190720964	2.02737267942513	1.97745760961724	2.28963700502601	1.75610585464857	2.2982793083384	2.28963700502601	1.83471501001953	1.34395784880734	1.35538431139465	1.34046980412341	2.52864960237246	1.51959086358818	1.88474724498364	1.26343037081908	1.76470936316795	1.46098327118689	1.1164804757899
49 Cingulate Anterior (BA32)	2.40030673839087	2.82477160848359	2.70099497782531	2.84229256124731	2.58993499995133	1.99871555421256	2.61490607327941	2.27025045007281	1.99199314723709	2.98682085408749	2.9400272722931	2.77672564757593	2.862673893325	1.28161349630654	2.00710923696293	0.706560874122029	2.83819061163129	2.78994571816109	2.27025045007281	2.86307055642606	1.38309491006297	2.15926370419504	2.63730178819331	2.67142306102504	2.17072433991009	2.52095770606217	1.55870427396964	0.496606355051144	0.959840866309661	2.67612671087307	1.65359484438233	1.90887836188313	0.484773347445483	2.56641363139815	0.484773347445483	2.09556869909452	2.2337806732339	1.95316273236581	0.430975979454112	1.13178463343878	0.370054190720964	0	2.09677125717327	1.93316876396903	2.38514456031319	1.93473715787132	2.4004989818665	2.38514456031319	2.01128487759918	1.54536321093203	1.58393656033082	1.58294406317832	2.5695639928121	1.759841401087	2.02925413885349	1.46561105615157	1.91643654667648	1.67913742392305	1.25032668048704
5  Retrosplenial (BA29/30)	0.823232269854469	2.35990184161686	2.94090956005131	3.08256446557012	1.0938061894264	2.30562499905667	2.4730383893938	0.387933051860116	2.18809580399385	2.59056288442071	2.78167936133074	1.49000190110984	3.11044559351334	2.47685798613492	2.11651330942012	2.05540966240898	2.16574924768004	2.30925010439493	0.387933051860116	2.56792463382175	1.00908383626865	1.70366651197497	2.94378381586388	2.3867902918478	2.46855633299986	1.49065116831743	2.2892525681647	2.2335982904613	2.43421975529349	2.02132706445454	2.04197376094693	2.04331095143249	1.98398563387656	1.99634779220338	1.98398563387656	1.61900967451509	2.5541903337227	2.27275158901318	2.16339370435653	1.20857510181338	2.02737267942513	2.09677125717327	0	2.02562272652034	1.27027321838504	1.42635039199109	2.27914894799198	1.27027321838504	1.34304152969603	1.61179763564982	1.95804331354665	2.01057966542618	1.57851766153954	2.17638002501324	0.940782618144293	1.75274307456452	2.02855159855352	1.68974317114859	1.09031005861665
50 Orbitofrontal (BA11)	1.80741949777974	1.99951979459724	1.88265740896106	1.99337397453061	1.88971999027222	1.39158238711689	1.87436660993745	2.02740268133175	1.35797953955231	2.04881678026258	1.89128735537739	1.88726772108139	1.96777743136811	1.76525443860017	1.83519385224934	1.80172624567604	1.84337948008107	1.93484628294779	2.02740268133175	2.07055791904911	1.95000308511484	1.46892147252897	1.90682492523031	1.94561247226853	1.65691370386289	1.5464643461664	1.60634784877856	1.89788295331043	1.81392139433064	1.74800794310915	1.17142425569828	1.36066805065548	1.64244690197071	1.65781215736586	1.64244690197071	1.6921004711468	1.46475258130961	1.83819223670098	1.69208702450663	2.05231868114277	1.97745760961724	1.93316876396903	2.02562272652034	0	1.80674000037833	1.97458019786355	1.68281979231544	1.80674000037833	2.05966411225883	2.14864411993084	2.12177040080435	2.17133670729445	1.78318082281974	2.0878342619043	2.12400813894985	2.21652685117385	1.619283273965	1.88136899755571	2.0341730004518
51 Piriform Cortex	1.37790493056927	2.30126073315599	2.63128150232997	2.80658566688197	1.13838484562126	2.023230608168	2.33263059638182	1.36116997624214	1.95952328701215	2.47869570249027	2.57415921403737	1.17782829350462	2.88744683151836	2.47015166218383	1.93417241765601	2.28524452090876	2.07205915447666	2.19383523931727	1.36116997624214	2.4876224346812	1.706255136797	1.70613693949026	2.68974271525204	2.31336246738569	2.24964013438246	1.21158913938735	2.18395383638108	2.39707959695866	2.47823236096068	1.91475363932083	1.88225806722217	2.03317530400078	2.22754348533809	1.93624338864271	2.22754348533809	1.40494110114216	2.36248214114066	2.10620786160816	2.35041388190665	1.88564902698775	2.28963700502601	2.38514456031319	1.27027321838504	1.80674000037833	0	1.12698788894318	2.05800744822898	0	1.01512032314258	1.76856539642273	1.9143061330783	2.01128260697102	1.5214312320637	1.96153731572262	1.07204603780787	1.83798349019372	1.8248607619286	1.42619631251329	1.65450510864976
52 Amygdala	1.84260432463764	2.59064063119641	2.79919023293479	3.04278159876055	1.86744935824011	2.03392518415408	2.42321402914233	1.67311039356493	1.98081991594504	2.83753622857783	2.91423500262212	2.08249832156167	3.17686652889828	2.2635012603338	1.38159622835372	1.95793603527807	2.60746439751601	2.4147034566092	1.67311039356493	2.70901184322938	1.38318785714412	1.91274288604257	2.79908844926916	2.49140730290602	2.1291445316568	1.89502406290992	1.89359732455728	1.91026345860024	2.12508873132281	2.2439965725976	1.53120729105783	2.18245020113782	1.85017671804172	2.29300962709198	1.85017671804172	1.03299876800222	2.46190478958023	1.65183693459631	1.93572026665711	1.446791533965	1.75610585464857	1.93473715787132	1.42635039199109	1.97458019786355	1.12698788894318	0	2.02229005258603	1.12698788894318	0.231577391025449	0.772627362873528	0.948188425513243	1.07600312971703	2.05933420562103	1.2157069568344	0.652149262254079	0.878286241102706	1.2639346462119	0.836841920234264	1.16606176803967
